the thickness of the surface fill layer,distance to underground rivers and blind ditches,burial depth of the top layer of saturated silty sand soil,the density of the drainage pipe network,burial depth of the underground confined water level,rainfall,the thickness of the soft soil layer,collapse _x,collapse _y,results
3,1,6353,178111,5,4,1,0,0.0,0.0
3,1,6353,178111,5,14,1094,0,1.0,1.0
3,1,2041,178111,1,48,1094,0,0.0,0.0
1,1,6243,178111,5,11,1549,0,0.0,0.0
3,1,2041,178111,1,48,1,0,0.0,0.0
3,1,6243,1382001,3,26,1459,0,0.0,0.0
3,1,2041,178111,3,41,369,0,0.0,0.0
3,1,6353,178111,5,14,1,0,0.0,0.0
3,1,6353,178111,5,21,1094,0,0.0,0.0
3,1,6353,178111,5,13,1,0,0.5,0.5
1,1,2041,178111,5,32,1549,0,0.0,0.0
1,1,6353,178111,5,19,769,0,0.0,0.0
3,1,6243,178111,1,47,1549,0,0.0,0.0
3,1,2041,178111,5,14,1,0,0.0,0.0
1,1,6353,178111,3,29,1300,0,0.0,0.0
3,1,2041,178111,3,30,1094,0,0.8666666666666667,0.8666666666666667
3,1,2041,178111,3,41,638,0,0.0,0.0
3,1,6243,178111,1,37,1,0,0.0,0.0
3,1,2041,178111,3,42,1459,0,0.8571428571428571,0.8571428571428571
3,1,2041,178111,3,40,467,0,0.0,0.0
1,2244,6243,1382001,3,10,1,0,0.0,0.0
1,1,6353,178111,3,27,1524,0,0.0,0.0
3,1,6243,178111,1,38,1,0,0.0,0.0
3,1,6353,178111,5,7,1300,0,0.0,0.0
1,1,6353,178111,5,4,1094,0,0.0,0.0
3,1,2041,178111,1,39,769,0,0.0,0.0
1,2244,6243,178111,5,3,1459,0,0.0,0.0
3,1,2041,178111,5,19,769,0,0.0,0.0
3,1,6353,1382001,3,39,1094,0,0.0,0.0
1,1,6353,178111,5,4,1,0,0.0,0.0
1,1,6353,1382001,3,17,1,0,0.0,0.0
3,1,6353,178111,5,7,1300,0,0.0,0.0
3,1,2041,178111,3,49,467,0,0.0,0.0
1,1,1,1,1,1,1,0,0.5769230769230769,0.5769230769230769
3,1,2041,178111,5,8,1,0,0.0,0.0
3,1,2041,178111,3,40,638,0,0.0,0.0
3,1,2041,178111,3,39,638,0,0.0,0.0
3,1,6243,1382001,3,26,1549,0,0.0,0.0
1,1,6353,178111,3,28,1524,0,0.0,0.0
1,1,6353,178111,5,4,1094,0,0.0,0.0
3,1,2041,178111,3,30,1,0,0.6666666666666666,0.6666666666666666
3,1,2041,178111,3,31,1300,0,0.0,0.0
3,1,2041,178111,5,20,1,1,0.8571428571428571,0.8571428571428571
1,1,6243,1382001,3,17,1524,0,0.0,0.0
3,1,2041,178111,1,49,638,0,0.0,0.0
2,1,6243,178111,1,25,1459,0,0.0,0.0
1,1,6353,178111,5,11,1300,0,0.0,0.0
1,1,6243,178111,3,15,1,0,0.0,0.0
3,1,6243,178111,1,47,1549,0,0.0,0.0
3,1,2041,178111,3,50,1,0,0.0,0.0
3,1,2041,178111,5,32,1549,0,0.0,0.0
3,1,6353,178111,3,39,1300,0,0.4,0.4
3,1,6353,178111,5,14,1094,0,1.0,1.0
3,1,6243,178111,1,37,1,0,0.0,0.0
3,1,6353,178111,5,14,1094,0,1.0,1.0
3,1,2041,178111,3,31,1300,0,0.0,0.0
3,1,2041,178111,3,40,467,0,0.0,0.0
3,1,2041,178111,3,49,1,0,0.0,0.0
1,1,6353,178111,5,12,1094,0,0.0,0.0
1,1,2041,178111,5,32,1459,0,0.0,0.0
3,1,6353,178111,5,13,769,0,1.0,1.0
1,1,6353,178111,3,29,1459,0,0.0,0.0
3,1,2041,178111,3,50,369,0,0.0,0.0
3,1,2041,178111,3,40,369,0,0.0,0.0
3,1,6243,178111,1,47,1549,0,0.0,0.0
1,1,6243,178111,3,10,1549,0,0.0,0.0
3,1,2041,178111,3,31,1300,0,0.0,0.0
1,1,6353,178111,3,17,1549,0,1.0,1.0
3,1,6353,178111,5,14,1094,0,1.0,1.0
3,1,6353,178111,5,13,769,0,1.0,1.0
3,1,2041,178111,3,31,1300,0,0.0,0.0
3,2244,6353,178111,5,8,1,0,0.0,0.0
3,1,2041,178111,3,29,1300,0,0.0,0.0
3,1,6353,178111,5,7,1300,0,0.0,0.0
3,1,6353,178111,5,14,1094,1,1.0,1.0
3,1,6353,178111,5,14,1094,0,1.0,1.0
3,1,6243,178111,1,47,1459,0,0.0,0.0
1,1,6353,178111,5,12,769,0,0.0,0.0
3,1,2041,178111,3,30,1094,0,0.8666666666666667,0.8666666666666667
3,1,2041,178111,3,42,1459,0,0.8571428571428571,0.8571428571428571
1,1,6243,178111,3,10,1549,0,0.0,0.0
1,1,6243,178111,5,11,1459,0,0.0,0.0
3,2244,2041,178111,5,8,1,0,0.0,0.0
1,1,6353,178111,5,21,1,0,0.0,0.0
3,1,6353,178111,5,20,1,0,0.0,0.0
1,1,1,1,1,1,1,0,0.5769230769230769,0.5769230769230769
3,1,2041,178111,3,39,638,0,0.0,0.0
1,1,6353,178111,5,11,1300,0,0.0,0.0
3,1,6353,178111,5,13,769,0,1.0,1.0
3,1,2041,178111,1,48,1094,0,0.0,0.0
3,1,2041,178111,3,30,1094,0,0.8666666666666667,0.8666666666666667
3,1,2041,178111,5,20,1,0,0.8571428571428571,0.8571428571428571
3,1,6353,178111,5,13,769,0,1.0,1.0
3,1,2041,178111,5,19,769,0,0.0,0.0
3,1,2041,178111,1,49,638,0,0.0,0.0
3,1,2041,178111,3,41,467,0,0.0,0.0
3,1,6353,178111,5,12,1094,0,0.0,0.0
1,1,6353,178111,5,19,769,0,0.0,0.0
1,1,6243,178111,3,27,1549,0,0.0,0.0
3,1,6353,178111,5,19,1,0,0.0,0.0
1,2244,6353,178111,5,11,1300,0,0.0,0.0
3,1,6243,178111,1,37,1459,0,0.0,0.0
3,1,6353,178111,5,13,769,0,1.0,1.0
3,1,2041,178111,3,50,369,0,0.0,0.0
3,1,2041,178111,3,18,769,0,0.0,0.0
3,1,2041,178111,5,32,1549,0,0.0,0.0
3,1,6243,178111,1,48,1300,0,0.0,0.0
1,1,2041,178111,3,18,1094,0,0.0,0.0
3,1,2041,178111,3,50,369,0,0.0,0.0
1,1,6353,178111,3,28,1549,0,0.0,0.0
3,1,6353,178111,3,27,1549,0,0.0,0.0
3,1,2041,178111,5,14,1300,0,0.0,0.0
3,1,2041,178111,3,40,638,0,0.0,0.0
3,1,6353,178111,5,13,769,0,1.0,1.0
3,1,2041,178111,5,19,769,0,0.0,0.0
3,1,2041,178111,3,42,1549,0,0.0,0.0
1,1,6353,178111,5,11,1459,0,0.0,0.0
1,1,6353,178111,3,17,1549,0,1.0,1.0
3,1,6243,178111,1,37,1,0,0.0,0.0
3,1,6353,178111,5,13,1094,0,0.0,0.0
3,1,6243,178111,5,7,1459,0,0.0,0.0
1,1,6353,178111,5,12,1094,0,0.0,0.0
3,1,2041,178111,3,43,1524,0,0.0,0.0
3,1,6353,178111,3,28,1549,0,0.0,0.0
3,1,6353,178111,5,13,1,0,0.5,0.5
3,1,2041,178111,5,8,1,0,0.0,0.0
3,1,6353,178111,3,27,1459,0,0.0,0.0
3,1,2041,178111,3,40,369,0,0.0,0.0
3,1,6353,178111,5,12,769,0,0.0,0.0
3,1,2041,178111,3,50,1,0,0.0,0.0
3,1,2041,178111,5,19,1,0,0.0,0.0
1,1,6353,178111,5,18,1094,0,0.0,0.0
3,1,6353,178111,3,27,1549,0,0.0,0.0
3,1,2041,178111,3,30,1,0,0.6666666666666666,0.6666666666666666
3,1,6243,1382001,3,26,1549,0,0.0,0.0
3,1,2041,178111,5,20,1300,0,0.0,0.0
1,1,6353,178111,5,4,1300,0,0.3333333333333333,0.3333333333333333
1,1,1,1,1,1,1,0,0.5769230769230769,0.5769230769230769
3,1,2041,178111,1,49,769,0,0.9285714285714286,0.9285714285714286
3,1,2041,178111,3,31,1459,0,0.0,0.0
1,1,6243,178111,3,11,1549,0,0.0,0.0
1,1,2041,178111,1,32,1524,0,0.0,0.0
3,1,6243,1382001,3,38,1300,0,0.0,0.0
1,1,6243,178111,5,11,1459,0,0.0,0.0
3,1,6353,178111,5,13,769,0,1.0,1.0
1,1,2041,178111,3,18,1094,0,0.0,0.0
2,1,6243,178111,1,37,1549,0,0.0,0.0
3,1,6243,1382001,3,26,1549,0,0.0,0.0
3,1,2041,178111,3,31,1300,0,0.0,0.0
3,2244,2041,178111,5,14,1,0,0.0,0.0
2,1,6243,178111,1,37,1549,0,0.0,0.0
3,1,2041,178111,3,28,1300,0,0.0,0.0
3,1,6353,178111,3,28,1300,0,0.0,0.0
3,1,2041,178111,3,43,1524,0,0.0,0.0
3,1,2041,178111,1,49,1094,0,1.0,1.0
1,1,1,178111,3,15,1549,0,0.0,0.0
3,1,2041,178111,5,32,769,0,0.0,0.0
3,1,2041,178111,5,8,1,0,0.0,0.0
3,1,2041,178111,5,21,1300,0,0.5,0.5
1,1,1,1,1,1,1,0,0.5769230769230769,0.5769230769230769
3,1,2041,178111,5,19,769,0,0.0,0.0
3,1,2041,178111,3,42,1459,0,0.8571428571428571,0.8571428571428571
3,1,6243,178111,1,47,1459,0,0.0,0.0
3,1,6353,178111,1,38,1,0,0.0,0.0
3,1,2041,178111,3,41,769,0,0.0,0.0
3,1,6353,178111,5,20,769,0,0.0,0.0
3,1,6243,178111,1,47,1459,0,0.0,0.0
3,2244,2041,178111,5,8,1,0,0.0,0.0
3,1,6243,178111,5,7,1459,0,0.0,0.0
3,1,6353,178111,5,7,1094,0,0.0,0.0
1,1,6353,178111,5,11,1094,0,0.0,0.0
3,1,6243,178111,5,7,1459,0,0.0,0.0
3,1,2041,178111,3,51,638,0,0.0,0.0
3,1,6353,178111,5,13,1094,0,0.0,0.0
3,2244,2041,178111,3,42,1459,0,0.0,0.0
3,1,6353,178111,5,6,1300,0,0.0,0.0
3,1,6353,178111,3,40,1459,0,0.0,0.0
3,1,6243,178111,1,37,1459,0,0.0,0.0
3,1,2041,178111,3,43,1524,0,0.0,0.0
3,1,2041,178111,1,49,769,0,0.9285714285714286,0.9285714285714286
3,1,6353,178111,5,20,1,0,0.0,0.0
3,1,2041,178111,3,41,769,0,0.0,0.0
3,1,6243,178111,1,47,1549,0,0.0,0.0
1,1,6353,178111,5,18,1094,0,0.0,0.0
3,1,2041,178111,3,41,1094,0,0.0,0.0
1,1,6353,178111,3,18,1300,0,0.0,0.0
3,1,2041,178111,3,31,1094,0,0.0,0.0
3,1,6353,178111,5,20,769,0,0.0,0.0
1,1,6353,178111,5,4,1300,0,0.3333333333333333,0.3333333333333333
3,1,2041,178111,5,32,1549,0,0.0,0.0
3,1,2041,178111,5,20,769,0,0.875,0.875
3,1,2041,178111,1,49,638,0,0.0,0.0
3,1,2041,178111,3,28,1300,0,0.0,0.0
3,1,2041,178111,3,32,1459,0,0.0,0.0
3,1,2041,178111,3,42,1549,0,0.0,0.0
1,1,2041,178111,5,33,1459,0,1.0,1.0
3,1,2041,178111,5,32,1549,0,0.0,0.0
1,1,6353,178111,5,3,1300,0,0.0,0.0
3,1,2041,178111,3,43,1524,0,0.0,0.0
3,1,2041,178111,5,19,1,0,0.0,0.0
3,1,6353,178111,5,12,1094,0,0.0,0.0
1,1,6353,178111,3,28,1524,0,0.0,0.0
3,1,2041,1382001,1,49,638,0,0.0,0.0
3,1,2041,178111,3,42,1459,1,0.8571428571428571,0.8571428571428571
2,1,6243,1382001,1,36,1,0,0.0,0.0
3,1,6353,178111,1,48,1549,0,0.0,0.0
1,1,1,1,1,1,1,0,0.5769230769230769,0.5769230769230769
3,1,2041,178111,3,41,638,0,0.0,0.0
1,1,2041,178111,3,18,769,0,0.0,0.0
3,1,6243,178111,3,25,1549,0,0.0,0.0
3,2244,2041,178111,3,42,1459,0,0.0,0.0
3,1,2041,178111,3,30,1300,0,0.0,0.0
3,1,6353,178111,5,19,1,0,0.0,0.0
3,1,6353,1382001,3,39,1300,0,0.0,0.0
3,1,6353,178111,5,13,1,0,0.5,0.5
3,1,2041,178111,3,49,467,0,0.0,0.0
2,1,6243,178111,1,37,1459,0,0.0,0.0
1,1,1,1,1,1,1,0,0.5769230769230769,0.5769230769230769
1,1,6243,178111,5,11,1549,0,0.0,0.0
1,1,6353,178111,3,28,1549,0,0.0,0.0
3,1,2041,178111,3,42,1549,0,0.0,0.0
3,1,6243,178111,1,37,1,0,0.0,0.0
3,1,6243,178111,1,37,1549,0,0.0,0.0
1,1,6353,178111,5,4,1300,0,0.3333333333333333,0.3333333333333333
3,1,2041,178111,3,41,369,0,0.0,0.0
3,1,6243,178111,1,48,1300,0,0.0,0.0
1,1,6353,178111,3,28,1549,0,0.0,0.0
3,1,6353,178111,5,13,1094,0,0.0,0.0
3,1,2041,178111,3,41,769,0,0.0,0.0
3,1,2041,178111,3,28,1459,0,0.0,0.0
3,1,6353,178111,3,27,1459,0,0.0,0.0
1,1,6353,178111,3,17,1549,0,1.0,1.0
1,1,1,1,1,1,1,0,0.5769230769230769,0.5769230769230769
1,1,6243,178111,5,11,1459,0,0.0,0.0
3,1,2041,178111,3,41,769,0,0.0,0.0
1,1,2041,178111,5,33,1459,0,1.0,1.0
3,1,2041,178111,3,31,1459,0,0.0,0.0
3,1,6353,178111,5,20,1,0,0.0,0.0
1,1,1,1,1,1,1,0,0.5769230769230769,0.5769230769230769
1,2244,6243,178111,3,10,1549,0,0.0,0.0
1,1,6353,178111,3,17,1549,0,1.0,1.0
1,1,6353,178111,5,4,1300,0,0.3333333333333333,0.3333333333333333
3,1,6353,178111,3,27,1549,0,0.0,0.0
1,1,6353,178111,3,16,1524,0,0.0,0.0
1,1,6353,178111,5,4,1300,0,0.3333333333333333,0.3333333333333333
3,1,2041,178111,3,29,1094,0,0.0,0.0
3,1,2041,178111,1,49,638,0,0.0,0.0
3,1,6353,178111,5,20,1094,0,0.0,0.0
3,1,2041,178111,3,49,467,0,0.0,0.0
3,1,6243,178111,5,7,1459,0,0.0,0.0
1,1,6353,178111,5,4,1094,0,0.0,0.0
3,1,6243,1382001,3,38,1300,0,0.0,0.0
3,2244,2041,178111,5,14,1,0,0.0,0.0
3,1,6353,178111,5,8,1,0,0.0,0.0
3,1,6353,178111,5,12,1,0,0.0,0.0
3,1,6243,1382001,3,1,1549,0,0.0,0.0
3,1,2041,178111,5,19,769,0,0.0,0.0
3,1,2041,178111,3,42,1300,0,0.9090909090909091,0.9090909090909091
3,1,2041,178111,3,40,638,0,0.0,0.0
3,1,2041,178111,5,8,1,0,0.0,0.0
3,1,2041,178111,5,19,769,0,0.0,0.0
3,1,6353,178111,5,21,1,0,0.0,0.0
1,1,6353,178111,3,28,1524,0,0.0,0.0
1,1,2041,178111,5,33,1459,0,1.0,1.0
1,1,6353,178111,5,11,1300,0,0.0,0.0
3,1,2041,178111,3,30,1094,0,0.8666666666666667,0.8666666666666667
3,1,2041,178111,3,42,1524,0,0.0,0.0
1,1,6353,178111,3,28,1524,0,0.0,0.0
1,1,6353,178111,3,29,1459,0,0.0,0.0
3,1,6243,178111,1,47,1549,0,0.0,0.0
3,1,2041,178111,5,20,769,0,0.875,0.875
1,1,6353,178111,5,4,1300,0,0.3333333333333333,0.3333333333333333
3,1,2041,178111,3,30,769,0,0.0,0.0
3,1,6243,178111,1,47,1459,0,0.0,0.0
3,1,2041,178111,5,20,769,0,0.875,0.875
1,1,6353,178111,3,15,1524,0,0.0,0.0
3,1,2041,178111,3,28,1459,0,0.0,0.0
1,1,1,1,1,1,1,0,0.5769230769230769,0.5769230769230769
3,1,6243,178111,1,46,1549,0,0.0,0.0
3,1,2041,178111,3,30,1,0,0.6666666666666666,0.6666666666666666
3,1,6243,178111,1,25,1,0,0.0,0.0
3,1,2041,178111,3,50,369,0,0.0,0.0
3,1,2041,178111,3,31,769,0,0.9285714285714286,0.9285714285714286
3,1,6353,178111,5,13,1,0,0.5,0.5
3,1,6243,1382001,3,27,1549,0,0.0,0.0
1,1,1,1,1,1,1,0,0.5769230769230769,0.5769230769230769
1,1,1,178111,5,11,1459,0,0.0,0.0
1,1,1,1,1,1,1,0,0.5769230769230769,0.5769230769230769
3,1,2041,178111,3,30,1094,0,0.8666666666666667,0.8666666666666667
3,1,2041,178111,1,49,769,0,0.9285714285714286,0.9285714285714286
1,1,6353,178111,3,29,1459,0,0.0,0.0
3,1,6243,178111,3,26,1,0,0.0,0.0
3,1,2041,178111,3,31,1094,0,0.0,0.0
1,1,6353,178111,5,4,1300,0,0.3333333333333333,0.3333333333333333
3,1,2041,178111,3,43,1459,0,0.0,0.0
3,1,6243,1382001,3,26,1459,0,0.0,0.0
1,1,1,1,1,1,1,0,0.5769230769230769,0.5769230769230769
3,1,6353,178111,5,12,1,0,0.0,0.0
3,1,2041,178111,3,42,1459,0,0.8571428571428571,0.8571428571428571
3,1,6353,178111,5,12,769,0,0.0,0.0
3,1,6353,178111,1,38,1,0,0.0,0.0
1,1,1,1,1,1,1,0,0.5769230769230769,0.5769230769230769
1,1,1,178111,3,15,1524,0,0.0,0.0
3,1,6243,178111,5,7,1,0,0.0,0.0
3,1,6353,178111,5,12,1094,0,0.0,0.0
3,1,6353,178111,5,20,1,0,0.0,0.0
3,1,6353,178111,5,7,1459,0,0.0,0.0
3,1,6353,178111,5,8,1,0,0.0,0.0
3,1,2041,178111,3,39,638,0,0.0,0.0
3,1,2041,178111,5,19,1,0,0.0,0.0
3,1,6243,178111,1,47,1549,0,0.0,0.0
1,1,6353,178111,3,30,1300,0,0.0,0.0
3,1,6353,178111,5,12,1,0,0.0,0.0
1,1,6353,178111,3,16,1549,0,0.0,0.0
3,1,2041,178111,3,40,467,0,0.0,0.0
3,1,6353,178111,5,14,1094,0,1.0,1.0
3,1,6243,178111,1,47,1459,0,0.0,0.0
3,1,2041,178111,3,19,1,0,0.0,0.0
3,1,2041,178111,1,48,1094,0,0.0,0.0
3,1,2041,178111,3,41,769,0,0.0,0.0
3,1,2041,178111,1,48,1094,0,0.0,0.0
1,1,6353,178111,5,12,769,0,0.0,0.0
1,1,6243,1382001,3,1,1,0,0.0,0.0
1,1,2041,178111,5,32,1459,0,0.0,0.0
1,1,6243,1382001,3,17,1524,0,0.0,0.0
3,1,6353,178111,3,41,1094,0,0.0,0.0
3,1,2041,178111,5,20,1300,0,0.0,0.0
1,1,6243,178111,3,15,1,0,0.0,0.0
3,2244,6243,1382001,3,27,1549,0,0.0,0.0
1,1,6353,178111,5,4,1300,0,0.3333333333333333,0.3333333333333333
3,1,6353,178111,5,21,1,0,0.0,0.0
1,1,1,1,1,1,1,0,0.5769230769230769,0.5769230769230769
1,1,6353,178111,5,3,1459,0,0.0,0.0
3,1,2041,178111,5,19,1,0,0.0,0.0
3,1,2041,178111,5,32,1300,0,0.0,0.0
3,1,6353,178111,5,12,1,0,0.0,0.0
3,1,6353,178111,5,7,1,0,0.0,0.0
1,2244,1,178111,5,3,1,0,0.0,0.0
3,1,2041,178111,3,30,1,0,0.6666666666666666,0.6666666666666666
3,1,2041,178111,3,51,769,0,0.0,0.0
1,1,6353,178111,5,12,1300,0,0.0,0.0
3,1,2041,178111,3,31,769,1,0.9285714285714286,0.9285714285714286
1,1,6243,178111,3,10,1549,0,0.0,0.0
1,1,2041,178111,5,18,769,0,0.0,0.0
3,1,2041,178111,5,19,1,0,0.0,0.0
1,1,6353,178111,3,18,1459,0,0.0,0.0
3,1,6353,178111,5,12,1094,0,0.0,0.0
1,1,6353,178111,5,11,1300,0,0.0,0.0
3,1,2041,178111,3,42,1300,0,0.9090909090909091,0.9090909090909091
3,1,2041,178111,3,29,1094,0,0.0,0.0
3,1,2041,178111,3,40,638,0,0.0,0.0
1,1,2041,178111,5,32,1459,0,0.0,0.0
1,1,6353,178111,3,28,1459,0,0.0,0.0
3,1,2041,178111,1,39,769,0,0.0,0.0
3,1,6353,178111,5,21,1094,0,0.0,0.0
1,1,6243,1382001,3,16,1,0,0.0,0.0
1,2244,6353,178111,5,12,1094,0,0.0,0.0
3,1,2041,178111,1,48,1300,0,0.0,0.0
1,1,6353,178111,5,4,1094,0,0.0,0.0
1,1,6353,178111,3,18,1549,0,0.0,0.0
3,1,6243,1382001,3,26,1549,0,0.0,0.0
3,1,6353,178111,1,48,1459,0,0.0,0.0
3,1,2041,178111,5,13,1094,0,1.0,1.0
1,1,1,1,1,1,1,0,0.5769230769230769,0.5769230769230769
3,1,6353,178111,3,39,769,0,0.0,0.0
3,1,2041,178111,3,31,769,0,0.9285714285714286,0.9285714285714286
3,1,6243,1382001,1,38,1300,0,0.0,0.0
3,1,2041,178111,3,43,1459,0,0.0,0.0
1,1,1,1,1,1,1,0,0.5769230769230769,0.5769230769230769
1,2244,6353,178111,5,1,1094,0,0.0,0.0
3,1,6243,178111,1,47,1,0,0.0,0.0
3,1,6353,1382001,3,39,1300,0,0.0,0.0
3,1,2041,178111,1,39,769,0,0.0,0.0
1,1,6353,178111,5,12,1094,0,0.0,0.0
1,1,1,178111,1,1,1549,0,0.0,0.0
1,1,6353,178111,3,29,1,0,0.0,0.0
3,1,6353,178111,5,7,1300,0,0.0,0.0
3,1,2041,178111,3,30,1094,0,0.8666666666666667,0.8666666666666667
1,1,6243,1382001,3,10,1,0,0.0,0.0
3,1,6353,178111,1,48,1459,0,0.0,0.0
3,1,6243,178111,5,7,1459,0,0.0,0.0
3,1,6353,178111,5,12,769,0,0.0,0.0
3,1,2041,178111,3,28,1300,0,0.0,0.0
3,1,2041,178111,5,20,1094,0,0.0,0.0
3,1,6243,178111,5,6,1459,0,0.0,0.0
3,1,6243,178111,5,7,1459,0,0.0,0.0
1,1,6243,178111,3,10,1549,0,0.0,0.0
3,1,2041,178111,3,40,769,0,0.0,0.0
1,1,6353,178111,3,16,1524,0,0.0,0.0
2,1,6243,1382001,1,36,1,0,0.0,0.0
1,1,1,1,1,1,1,0,0.5769230769230769,0.5769230769230769
3,1,6353,178111,5,7,1300,0,0.0,0.0
1,1,2041,178111,3,29,1459,0,0.0,0.0
1,1,6353,178111,3,17,1549,0,1.0,1.0
2,1,6243,178111,1,37,1,0,0.0,0.0
1,1,1,1,1,1,1,0,0.5769230769230769,0.5769230769230769
3,1,2041,178111,3,31,1459,0,0.0,0.0
3,1,2041,178111,1,49,467,0,0.0,0.0
3,1,6243,1382001,3,25,1549,0,0.0,0.0
3,1,2041,178111,3,50,1,0,0.0,0.0
1,1,6243,1382001,3,17,1524,0,0.0,0.0
1,1,6353,178111,3,29,1300,0,0.0,0.0
3,1,2041,178111,3,40,369,0,0.0,0.0
3,1,6243,178111,1,37,1,0,0.0,0.0
1,2244,6243,1382001,3,16,1,0,0.0,0.0
3,1,2041,178111,3,19,769,0,0.0,0.0
1,1,6353,178111,5,19,769,0,0.0,0.0
3,1,6243,1382001,3,27,1549,0,0.0,0.0
1,1,6353,178111,5,18,1094,0,0.0,0.0
3,1,6243,1382001,3,38,1300,0,0.0,0.0
3,1,6353,178111,3,40,769,0,0.0,0.0
1,1,6353,178111,5,12,769,0,0.0,0.0
1,1,6353,178111,3,28,1549,0,0.0,0.0
3,1,2041,178111,3,30,1094,0,0.8666666666666667,0.8666666666666667
3,1,2041,178111,3,42,1549,0,0.0,0.0
3,1,6353,178111,3,39,1094,0,0.0,0.0
1,1,2041,178111,3,29,1459,0,0.0,0.0
1,1,6353,178111,3,27,1549,0,0.0,0.0
1,1,1,1,1,1,1,0,0.5769230769230769,0.5769230769230769
3,1,2041,178111,3,31,1549,0,0.0,0.0
1,1,1,1,1,1,1,0,0.5769230769230769,0.5769230769230769
3,1,6353,178111,5,13,1094,0,0.0,0.0
3,1,6353,178111,5,8,1,0,0.0,0.0
1,1,2041,178111,3,18,1094,0,0.0,0.0
1,1,6353,178111,3,28,1524,0,0.0,0.0
1,1,6353,178111,3,29,1300,0,0.0,0.0
1,1,6353,178111,3,29,1,0,0.0,0.0
3,1,2041,178111,3,40,369,0,0.0,0.0
3,1,2041,178111,3,29,1094,0,0.0,0.0
1,1,6353,178111,3,16,1549,0,0.0,0.0
3,1,2041,178111,3,31,1,0,0.0,0.0
3,1,6243,1382001,3,25,1549,0,0.0,0.0
3,1,6243,178111,1,47,1459,0,0.0,0.0
1,1,6353,178111,3,18,1459,0,0.0,0.0
3,1,6243,1382001,3,26,1549,0,0.0,0.0
1,1,6353,178111,3,18,1300,0,0.0,0.0
3,1,2041,178111,3,41,769,0,0.0,0.0
3,1,2041,178111,5,13,1094,0,1.0,1.0
1,1,1,1,1,1,1,0,0.5769230769230769,0.5769230769230769
1,1,6243,178111,3,10,1549,0,0.0,0.0
1,1,6353,178111,3,18,1300,0,0.0,0.0
1,1,6353,178111,3,17,1549,0,1.0,1.0
1,1,6243,1382001,3,16,1,0,0.0,0.0
2,1,6243,178111,1,37,1549,0,0.0,0.0
3,1,2041,178111,3,50,369,0,0.0,0.0
1,1,6243,178111,5,11,1459,0,0.0,0.0
3,1,2041,178111,3,42,1459,0,0.8571428571428571,0.8571428571428571
3,1,6353,178111,5,13,1,0,0.5,0.5
3,1,2041,178111,5,32,1459,0,0.0,0.0
1,1,6353,178111,3,27,1549,0,0.0,0.0
1,1,6353,178111,3,29,1300,0,0.0,0.0
3,1,2041,178111,1,39,769,0,0.0,0.0
3,1,2041,178111,3,51,638,0,0.0,0.0
3,1,6243,178111,1,48,1300,0,0.0,0.0
3,1,6243,178111,1,47,1,0,0.0,0.0
3,1,2041,178111,1,49,769,0,0.9285714285714286,0.9285714285714286
1,1,6353,178111,3,29,1300,0,0.0,0.0
3,1,2041,178111,3,43,1549,0,0.0,0.0
3,1,6243,178111,1,47,1549,0,0.0,0.0
3,1,2041,178111,5,32,1459,0,0.0,0.0
3,1,6353,178111,5,13,1,0,0.5,0.5
3,1,2041,178111,3,32,1549,0,0.0,0.0
1,1,6353,178111,3,17,1549,0,1.0,1.0
1,1,6353,178111,5,18,1094,0,0.0,0.0
3,1,2041,178111,3,49,467,0,0.0,0.0
3,1,6243,1382001,3,26,1459,0,0.0,0.0
2,1,6243,178111,1,25,1459,0,0.0,0.0
1,1,1,178111,5,3,1,0,0.0,0.0
1,1,1,1,1,1,1,0,0.5769230769230769,0.5769230769230769
1,1,6243,178111,5,6,1300,0,0.0,0.0
1,1,6353,178111,3,28,1549,0,0.0,0.0
3,1,2041,178111,3,51,467,0,0.0,0.0
1,1,6353,178111,5,8,1300,1,1.0,1.0
3,1,6243,178111,1,37,1,0,0.0,0.0
2,1,6243,178111,1,37,1,0,0.0,0.0
3,1,2041,178111,1,39,769,0,0.0,0.0
3,1,2041,178111,3,30,1,0,0.6666666666666666,0.6666666666666666
3,2244,2041,178111,3,42,1459,0,0.0,0.0
3,1,6353,178111,5,21,1,0,0.0,0.0
1,1,2041,178111,5,33,1524,0,0.0,0.0
3,1,6243,178111,1,25,1,0,0.0,0.0
3,1,2041,178111,3,31,1549,0,0.0,0.0
3,1,6353,178111,3,29,1,0,0.0,0.0
1,1,6243,1382001,3,26,1549,0,0.0,0.0
3,1,2041,178111,3,31,1549,0,0.0,0.0
1,1,6353,178111,5,18,1094,0,0.0,0.0
3,1,6243,178111,1,37,1,0,0.0,0.0
1,1,6353,178111,5,4,1,0,0.0,0.0
1,1,6353,178111,5,4,1094,0,0.0,0.0
3,1,2041,178111,5,19,769,0,0.0,0.0
3,1,6243,178111,1,48,1459,0,0.0,0.0
1,1,6243,1382001,3,10,1549,0,0.0,0.0
3,1,6353,178111,5,8,1300,0,1.0,1.0
1,1,6353,178111,3,29,1459,0,0.0,0.0
3,1,2041,178111,3,39,769,0,0.9285714285714286,0.9285714285714286
1,1,6243,1382001,3,10,1524,0,0.0,0.0
3,1,2041,178111,1,48,1459,0,0.0,0.0
3,1,2041,178111,3,40,369,0,0.0,0.0
3,1,2041,178111,3,42,1549,0,0.0,0.0
